Medicamento,Especie de destino,Reacciones Adversas
PAROFOR 70.000 UI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA LECHE O SUSTITUTO DE LECHE PARA TERNEROS PRERRUMIANTES Y PORCINO,Porcino,Nefrotoxicidad
METOMOTYL 2.5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Perros,Vocalización
METOMOTYL 2.5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Gatos,Vocalización
METOMOTYL 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Perros,Vocalización
METOMOTYL 5 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Gatos,Vocalización
HYPOPHYSIN LA 70 µg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Ninguna
LINCO-RES SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Dolor en el punto de administración
LINCO-RES SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Dolor en el punto de administración
ANCESOL 10 mg/ml SOLUCION INYECTABLE PARA BOVINO,Bovino,Ninguna
FUROSORAL 10 mg COMPRIMIDOS PARA GATOS Y PERROS,Gatos,Colapso circulatorio
FUROSORAL 10 mg COMPRIMIDOS PARA GATOS Y PERROS,Perros,Colapso circulatorio
FUROSORAL 40 mg COMPRIMIDOS PARA GATOS Y PERROS,Perros,Colapso circulatorio
FUROSORAL 40 mg COMPRIMIDOS PARA GATOS Y PERROS,Gatos,Colapso circulatorio
MILOXAN,Bovino,Granuloma en el punto de inyección
MILOXAN,Caprino,Granuloma en el punto de inyección
MILOXAN,Ovino,Granuloma en el punto de inyección
HIPRASUIS AD BK,Porcino,Reacción local
GENDIAN 60 mg/ml SOLUCION INYECTABLE,Perros,PARÁLISIS
GENDIAN 60 mg/ml SOLUCION INYECTABLE,Bovino,PARÁLISIS
DOXICICLINA 500 mg/g GANADEXIL,Pavos,Alergia
"MILBACTOR 12,5 mg/125 mg COMPRIMIDOS PARA PERROS QUE PESEN AL MENOS 5 kg",Perros,Hipersalivación
ESPECTINOCEN 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Pavos,Diarrea
ESPECTINOCEN 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Diarrea
LINCOMICINA 150 mg/g GANADEXIL POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Hiperexcitación
MILBACTOR 16 mg/40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS  2 kg,Gatos,Diarrea
HIDROMUTIN 125 mg/ml,Porcino,Reacción de hipersensibilidad
HIDROMUTIN 125 mg/ml,Gallinas,Reacción de hipersensibilidad
HIDROMUTIN 125 mg/ml,Pavos,Reacción de hipersensibilidad
POPANDOG 50/144/200 mg COMPRIMIDOS PARA PERROS # POPANDOG COMPRIMIDOS PARA PERROS,Perros,Diarrea
AMOXAL 150 mg/ml SUSPENSION INYECTABLE,Perros,Reacción local
AMOXAL 150 mg/ml SUSPENSION INYECTABLE,Bovino,Reacción local
AMOXAL 150 mg/ml SUSPENSION INYECTABLE,Ovino,Reacción local
AMOXAL 150 mg/ml SUSPENSION INYECTABLE,Gatos,Reacción local
AMOXAL 150 mg/ml SUSPENSION INYECTABLE,Porcino,Reacción local
GALAZEL,Ovino,Ninguna
GALAZEL,Caprino,Ninguna
PRIMOX 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA # PRIMOX 500 mg/g,Porcino,Alergia
KETASET 100 mg/ml SOLUCION INYECTABLE PARA PERROS GATOS Y CABALLOS,Perros,Dolor en el punto de inyección
KETASET 100 mg/ml SOLUCION INYECTABLE PARA PERROS GATOS Y CABALLOS,Gatos,Dolor en el punto de inyección
KETASET 100 mg/ml SOLUCION INYECTABLE PARA PERROS GATOS Y CABALLOS,Caballos,Dolor en el punto de inyección
DILPHES 4 # DILPHES P,Ovino,Hipertermia
DILPHES 4 # DILPHES P,Bovino,Hipertermia
DILPHES 4 # DILPHES P,Caprino,Hipertermia
LIO-VAC-REV-1 OFTALMICA,Caprino,Ninguna
LIO-VAC-REV-1 OFTALMICA,Ovino,Ninguna
NOBIVAC LEPTO,Perros,Edema local
CANITENOL-BT 50 mg COMPRIMIDOS,Gatos,Diarrea
CANITENOL-BT 50 mg COMPRIMIDOS,Perros,Diarrea
"AMODIP 1,25 mg COMPRIMIDOS MASTICABLES PARA GATOS",Gatos,Diarrea
MITEX GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS Y GATOS,Perros,SORDERA
MITEX GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS Y GATOS,Gatos,SORDERA
UTERSOL 8500 UI/ml,Bovino,Reacción de hipersensibilidad
BASQUIN CL PLUS # CLOSTRIGUARD,Ovino,Alergia
BASQUIN CL PLUS # CLOSTRIGUARD,Caprino,Alergia
BASQUIN CL PLUS # CLOSTRIGUARD,Bovino,Alergia
AMOXIBACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Diarrea
AMOXIBACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Diarrea
CANIGEN MHA2L,Perros,Edema en el punto de inyección
NOBIVAC DHP,Perros,Inflamación en el punto de inyección
TILOVALL 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE,Porcino,PETEQUIA EN MUCOSA
NOBIVAC PARVO C,Perros,Edema en el punto de inyección
NOBIVAC DHPPi,Perros,Edema en el punto de inyección
EQUIP WNV EMULSION INYECTABLE PARA CABALLOS,Caballos,Reacción local
FACILPART 10 U.I./ ml SOLUCION INYECTABLE,Ovino,Ninguna
RABIGEN L,Perros,Granuloma en el punto de inyección
RABIGEN L,Gatos,Granuloma en el punto de inyección
PLUSCOLAN 5.000.000 UI/ml,Pavos,Ninguna
PLUSCOLAN 5.000.000 UI/ml,Porcino,Ninguna
"VETMEDIN VET 1,25 mg COMPRIMIDOS MASTICABLES PARA PERROS # PIMOVITA 1,25 mg COMPRIMIDOS MASTICABLES PARA PERROS",Perros,Hemorragia local
"VETMEDIN VET 2,5 mg COMPRIMIDOS MASTICABLES PARA PERROS # PIMOVITA 2,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",Perros,Hemorragia local
VETMEDIN VET 5 mg COMPRIMIDOS MASTICABLES PARA PERROS # PIMOVITA 5 mg COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Hemorragia local
VETMEDIN VET 10 mg COMPRIMIDOS MASTICABLES PARA PERROS # PIMOVITA 10 mg COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Hemorragia local
CANIGEN MHA2PL,Perros,Edema en el punto de inyección
PIRETRON 715 mg SOLUCION SPOT-ON PARA PERROS # PIRETRON 715 mg/ml SOLUCION SPOT-ON PARA PERROS,Perros,Dermatitis
NOBIVAC RABIA,Caballos,Edema local
NOBIVAC RABIA,Perros,Edema local
NOBIVAC RABIA,Gatos,Edema local
NOBIVAC RABIA,Ovino,Edema local
NOBIVAC RABIA,Bovino,Edema local
PARVIGEN,Perros,Edema en el punto de inyección
"COLFIVE 5.000.000 UI/ml CONCENTRADO PARA SOLUCION ORAL PARA TERNEROS, PORCINO, CORDEROS, POLLOS Y PAVOS",Porcino,Ninguna
"COLFIVE 5.000.000 UI/ml CONCENTRADO PARA SOLUCION ORAL PARA TERNEROS, PORCINO, CORDEROS, POLLOS Y PAVOS",Pavos,Ninguna
SOLIPHEN 60 mg COMPRIMIDOS PARA PERROS,Perros,Hiperexcitación
PRIMUCELL FIP,Gatos,Ninguna
"EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y CAPRINO # EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO",Caprino,Edema en el punto de inyección
"EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y CAPRINO # EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO",Ovino,Edema en el punto de inyección
"EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y CAPRINO # EPRECIS 20 mg/ml SOLUCION INYECTABLE PARA BOVINO",Bovino,Edema en el punto de inyección
FINILAC 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Gatos,Edema local
FINILAC 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Perros,Edema local
KATA CHAMOMILLA SOLUCION ORAL,Gatos,Ninguna
CANERGY 100 mg COMPRIMIDOS PARA PERROS,Perros,Insuficiencia cardíaca
VECTIMAX 6 mg/g PREMEZCLA MEDICAMENTOSA PARA PORCINO,Porcino,Ninguna
EQUIP-FT,Caballos,Dolor en el punto de inyección
FELIGEN CRP,Gatos,Diarrea
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,Porcino,Ileo paralítico
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,Perros,Ileo paralítico
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,Caballos,Ileo paralítico
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,Bovino,Ileo paralítico
INMUSER CP,Ovino,Ninguna
INMUSER CP,Caprino,Ninguna
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,Perros,Reacción local
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,Bovino,Reacción local
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,Gatos,Reacción local
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,Porcino,Reacción local
DORMISAN 1 mg/ml SOLUCION INYECTABLE PARA  PERROS Y GATOS,Perros,Dolor en el punto de inyección
DORMISAN 1 mg/ml SOLUCION INYECTABLE PARA  PERROS Y GATOS,Gatos,Dolor en el punto de inyección
PIGFEN 40 mg/g GRANULADO PARA PORCINO,Porcino,Ninguna
METACAM 40 mg/ml SOLUCION INYECTABLE PAR BOVINO Y CABALLOS,Porcino,Reacción anafilactoide
METACAM 40 mg/ml SOLUCION INYECTABLE PAR BOVINO Y CABALLOS,Bovino,Reacción anafilactoide
METACAM 40 mg/ml SOLUCION INYECTABLE PAR BOVINO Y CABALLOS,Caballos,Reacción anafilactoide
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Bovino,Ninguna
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Porcino,Ninguna
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Caprino,Ninguna
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Caballos,Ninguna
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Gatos,Ninguna
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,Ovino,Ninguna
LINCOVALL 400 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Irritabilidad
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,Gatos,Hipersalivación
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,Perros,Hipersalivación
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Hiperexcitación
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Hiperexcitación
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Hiperexcitación
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Hiperexcitación
RAPISON 2 mg/ml,Bovino,Úlcera gástrica
RAPISON 2 mg/ml,Caballos,Úlcera gástrica
RAPISON 2 mg/ml,Porcino,Úlcera gástrica
CENFLOX 200 mg/ml SOLUCION PARA ADMINISTRACIÓN EN AGUA DE BEBIDA,Pavos,Ninguna
EURICAN LMULTI SUSPENSION INYECTABLE # EURICAN LMULTI,Perros,Dolor en el punto de inyección
EURICAN DAP-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAP-LMULTI,Perros,Dolor en el punto de inyección
EURICAN DAPPI-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAPPi-LMULTI,Perros,Dolor en el punto de inyección
MYO-GALAX,Caprino,Ninguna
MYO-GALAX,Ovino,Ninguna
IVENCILINA 800 mg/g,Porcino,Diarrea
DILPHES 4,Bovino,Hipertermia
DILPHES 4,Ovino,Hipertermia
DILPHES 4,Caprino,Hipertermia
AMOXICILINA GLOBAL VET HEALTH 500 mg/g polvo PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO,Porcino,Reacción de hipersensibilidad
AMOXICILINA GLOBAL VET HEALTH 500 mg/g polvo PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO,Pavos,Reacción de hipersensibilidad
AMOXICILINA GLOBAL VET HEALTH 500 mg/g polvo PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO,Patos,Reacción de hipersensibilidad
CARDINEFRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BEGLIO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,Perros,Emesis
COVEXIN 8,Bovino,Dolor en el punto de administración
COVEXIN 8,Caprino,Dolor en el punto de administración
COVEXIN 8,Ovino,Dolor en el punto de administración
TYLMASIN 250.000 UI/g PREMEZCLA MEDICAMENTOSA PARA PORCINO Y POLLOS,Porcino,Eritema local
OVILIS ENZOVAX,Ovino,Aborto
NEOMAY 500.000 UI/g,Patos,Ninguna
NEOMAY 500.000 UI/g,Pavos,Ninguna
LEPTAVOID-H,Bovino,Ninguna
NEKOVALL 100 mg/ml SOLUCION INYECTABLE,Bovino,Disfunción renal
NEKOVALL 100 mg/ml SOLUCION INYECTABLE,Caballos,Disfunción renal
NEKOVALL 100 mg/ml SOLUCION INYECTABLE,Porcino,Disfunción renal
VETPRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,Perros,Emesis
CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS Y GATOS # CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS,Perros,Diarrea
CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS Y GATOS # CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS,Gatos,Diarrea
LINCOSAN 220 mg/g PREMEZCLA MEDICAMENTOSA,Porcino,Irritación anal
CENSULFATRIM SOLUCION INYECTABLE,Porcino,Inflamación en el punto de inyección
CENSULFATRIM SOLUCION INYECTABLE,Perros,Inflamación en el punto de inyección
CENSULFATRIM SOLUCION INYECTABLE,Gatos,Inflamación en el punto de inyección
CENSULFATRIM SOLUCION INYECTABLE,Bovino,Inflamación en el punto de inyección
CENSULFATRIM SOLUCION INYECTABLE,Caballos,Inflamación en el punto de inyección
VERMIFOR POLVO PARA SOLUCION ORAL,Ovino,Dolor abdominal
VERMIFOR POLVO PARA SOLUCION ORAL,Bovino,Dolor abdominal
VERMIFOR POLVO PARA SOLUCION ORAL,Porcino,Dolor abdominal
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",Caballos,Úlcera gástrica
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",Perros,Úlcera gástrica
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",Porcino,Úlcera gástrica
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",Gatos,Úlcera gástrica
ACEPROVET 15 mg/ml GOTAS ORALES EN SOLUCION,Gatos,Desorientación
ACEPROVET 15 mg/ml GOTAS ORALES EN SOLUCION,Perros,Desorientación
ISOFLURIN 1000 mg/g  LÍQUIDO PARA INHALACIÓN DEL VAPOR,Caballos,Arritmia
ISOFLURIN 1000 mg/g  LÍQUIDO PARA INHALACIÓN DEL VAPOR,Perros,Arritmia
ISOFLURIN 1000 mg/g  LÍQUIDO PARA INHALACIÓN DEL VAPOR,Gatos,Arritmia
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",Perros,Emesis
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",Gatos,Depresión respiratoria
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",Caballos,Depresión respiratoria
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",Perros,Depresión respiratoria
"IVERTIN 10 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Bovino,Ninguna
"IVERTIN 10 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Porcino,Ninguna
"IVERTIN 10 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Ovino,Ninguna
VERSICAN PLUS DP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,Perros,Hipertermia
VERSICAN PLUS DHP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,Perros,Colapso circulatorio
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,Porcino,Emesis
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,Perros,Emesis
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,Caballos,Emesis
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,Gatos,Emesis
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,Bovino,Emesis
REVERSE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Alteración del comportamiento
REVERSE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Alteración del comportamiento
ESPECTINOMICINA 300 mg/g GANADEXIL,Porcino,Diarrea
ESPECTINOMICINA 300 mg/g GANADEXIL,Pavos,Diarrea
SEDAQUICK 10 mg/ml SOLUCION INYECTABLE PARA CABALLOS Y BOVINO,Caballos,Bradicardia
SEDAQUICK 10 mg/ml SOLUCION INYECTABLE PARA CABALLOS Y BOVINO,Bovino,Bradicardia
SOLAMOCTA 697 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PATOS Y PAVOS,Pavos,Ninguna
"CALZIUM 240/60/60 mg/ml SOLUCION PARA PERFUSION PARA CABALLOS, BOVINO, OVINO,CAPRINO Y PORCINO",Porcino,Bradicardia
"CALZIUM 240/60/60 mg/ml SOLUCION PARA PERFUSION PARA CABALLOS, BOVINO, OVINO,CAPRINO Y PORCINO",Bovino,Bradicardia
"CALZIUM 240/60/60 mg/ml SOLUCION PARA PERFUSION PARA CABALLOS, BOVINO, OVINO,CAPRINO Y PORCINO",Caprino,Bradicardia
"CALZIUM 240/60/60 mg/ml SOLUCION PARA PERFUSION PARA CABALLOS, BOVINO, OVINO,CAPRINO Y PORCINO",Ovino,Bradicardia
"CALZIUM 240/60/60 mg/ml SOLUCION PARA PERFUSION PARA CABALLOS, BOVINO, OVINO,CAPRINO Y PORCINO",Caballos,Bradicardia
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
"PRONESTESIC 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO Y OVINO",Porcino,Hiperexcitación
"PRONESTESIC 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO Y OVINO",Caballos,Hiperexcitación
"PRONESTESIC 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO Y OVINO",Ovino,Hiperexcitación
"PRONESTESIC 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO Y OVINO",Bovino,Hiperexcitación
"COLIXYME 22,5 MUI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA",Porcino,Ninguna
"COLIXYME 22,5 MUI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA",Pavos,Ninguna
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,Perros,Ninguna
AMPROLINE 400 mg/ml SOLUCIÓN PARA ADMINISTRACIÓN EN AGUA DE BEBIDA PARA POLLOS Y PAVOS,Pavos,Ninguna
NOBILIS IB MA5,Gallinas,Ninguna
OXICLIN 200 mg/ml SOLUCION INYECTABLE,Caprino,Reacción local
OXICLIN 200 mg/ml SOLUCION INYECTABLE,Ovino,Reacción local
"CITRAMOX 100 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA EN TERNEROS PRERRUMIANTES, POLLOS DE ENGORDE Y PORCINO # CITRAMOX 100 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA EN BOVINO AVES Y PORCINO",Porcino,Reacción anafilactoide
RISPOVAL PASTEURELLA,Bovino,Reacción de hipersensibilidad
"EQUIP EHV 1,4",Caballos,Reacción local
TYLUCYL 200 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Reacción local
TYLUCYL 200 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Reacción local
"TYLMASIN 1000 mg/g GRANULADO PARA SOLUCION ORAL PARA PORCINO, POLLOS Y PAVOS",Pavos,Hemorragia gastrointestinal
"TYLMASIN 1000 mg/g GRANULADO PARA SOLUCION ORAL PARA PORCINO, POLLOS Y PAVOS",Porcino,Hemorragia gastrointestinal
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,Perros,Reacción anafilactoide
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,Gatos,Reacción local
MARVETIN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Edema en el punto de inyección
HIDROCOL 4.000.000 UI/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # HIDROCOL 4.000.000 UI/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA Y LECHE,Porcino,Ninguna
HIDROCOL 4.000.000 UI/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # HIDROCOL 4.000.000 UI/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA Y LECHE,Pavos,Ninguna
"CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO # CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS, PAVOS, PATOS Y PORCINO",Pavos,Ninguna
"CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO # CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS, PAVOS, PATOS Y PORCINO",Porcino,Ninguna
"CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS PATOS Y PORCINO # CITRAMOX 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS, PAVOS, PATOS Y PORCINO",Patos,Ninguna
"ASTHENODEX 0,5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Gatos,Hiperexcitación
"ASTHENODEX 0,5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Perros,Hiperexcitación
DEXMOPET 0.5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Taquicardia
DEXMOPET 0.5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Taquicardia
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,Caballos,PANCREATITIS
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,Porcino,PANCREATITIS
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,Perros,PANCREATITIS
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,Gatos,PANCREATITIS
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,Bovino,PANCREATITIS
COLICEN 4.000.000 UI/ml,Porcino,Ninguna
COLICEN 4.000.000 UI/ml,Pavos,Ninguna
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,Perros,Anafilaxia
EURICAN DAP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,Perros,Dolor en el punto de inyección
"EPRINEX MULTI 5 mg/ml SOLUCION PARA UNCION DORSAL CONTINUA PARA BOVINO OVINO Y CAPRINO # EPRINEX MULTI 5 mg/ml SOLUCION PARA UNCION DORSAL CONTINUA PARA BOVINO DE CARNE Y VACAS LECHERAS, OVINO Y CAPRINO",Ovino,Prurito
FLORDOFEN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Reacción local
FLORDOFEN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Reacción local
DERMIPRED 5 MG COMPRIMIDOS PARA PERROS,Perros,Alteración del comportamiento
DERMIPRED 20 MG COMPRIMIDOS PARA PERROS,Perros,Alteración del comportamiento
